name,startRAh,startRAm,endRAh,endRAm,startDecd,startDecm,endDecd,endDecm,date
46,1,20,2,8,83,59,84,54,12-18-1783
47,2,52,3,42,86,42,88,12,12-18-1783
48,4,43,7,3,86,39,87,54,12-18-1783
49,7,31,7,54,115,14,116,22,12-18-1783
50,8,33,9,30,89,2,90,32,12-18-1783
51,9,42,10,2,76,19,77,49,12-18-1783
52,23,36,0,51,80,17,81,57,12-19-1783
54,3,27,4,21,90,15,92,0,12-19-1783
55,5,22,6,45,90,28,91,58,12-19-1783
57,8,39,9,2,81,56,83,26,12-19-1783
58,9,4,10,3,84,20,85,50,12-19-1783
59,10,50,11,21,82,50,84,20,12-19-1783
60,0,29,1,19,66,23,68,8,12-21-1783
61,1,53,2,6,88,36,90,21,12-21-1783
64,1,7,1,24,89,36,91,6,12-24-1783
65,6,17,7,5,93,0,94,30,12-24-1783
66,7,1,7,41,89,29,90,59,12-24-1783
67,5,47,6,20,80,22,81,52,12-26-1783
68,5,7,6,45,71,47,73,47,12-30-1783
69,7,10,7,35,71,55,73,55,12-30-1783
70,7,56,9,31,71,55,73,50,12-30-1783
71,10,6,11,13,71,55,73,50,12-30-1783
72,11,28,11,50,71,55,73,50,12-30-1783
74,12,29,12,38,71,46,72,4,12-30-1783
75,12,44,13,23,71,46,72,4,12-30-1783
76,2,51,4,30,84,38,86,38,1-16-1784
79,7,7,7,33,60,30,62,30,1-17-1784
81,5,51,6,21,78,37,80,44,1-18-1784
83,9,31,10,32,78,22,80,29,1-18-1784
84,10,48,11,20,78,22,80,29,1-18-1784
85,11,54,11,59,78,22,80,29,1-18-1784
86,12,25,12,28,78,22,80,29,1-18-1784
91,6,17,6,36,73,12,75,3,1-20-1784
92,8,8,8,49,73,5,74,56,1-20-1784
93,9,23,9,49,73,5,74,56,1-20-1784
96,2,47,3,30,88,28,90,22,1-23-1784
97,3,47,4,20,88,52,90,19,1-23-1784
99,4,54,6,4,88,20,89,39,1-23-1784
100,7,12,7,53,80,37,82,4,1-23-1784
101,7,57,9,18,80,39,82,4,1-23-1784
102b,9,49,10,45,80,25,81,59,1-23-1784
103,11,1,11,26,80,25,81,59,1-23-1784
104,12,5,12,7,80,25,81,59,1-23-1784
105,12,19,12,33,80,26,82,0,1-23-1784
106,12,38,12,39,80,26,82,0,1-23-1784
107,12,42,12,46,80,26,82,0,1-23-1784
108,12,42,12,46,80,26,82,0,1-23-1784
109,12,49,13,24,80,26,82,0,1-23-1784
110,13,59,14,17,80,26,82,0,1-23-1784
111,14,25,14,32,80,26,82,0,1-23-1784
112,2,46,4,4,83,20,84,46,1-24-1784
113a,4,26,4,31,83,56,85,19,1-24-1784
113b,4,31,5,10,84,26,85,49,1-24-1784
114,5,27,6,41,84,14,85,48,1-24-1784
115,7,48,8,28,84,15,85,49,1-24-1784
116,9,34,9,45,84,23,85,58,1-24-1784
117a,9,55,10,11,84,23,85,58,1-24-1784
117b,10,11,11,5,86,31,87,58,1-24-1784
118,11,39,12,2,86,31,87,58,1-24-1784
125,13,22,14,2,86,30,87,57,1-24-1784
127,6,23,6,55,69,26,72,17,1-25-1784
130a,8,11,8,47,93,3,94,42,1-28-1784
130b,8,50,9,27,93,3,94,42,1-28-1784
130c,9,27,10,12,93,3,94,42,1-28-1784
131,11,28,12,17,80,26,84,3,1-28-1784
134,14,15,14,49,79,0,81,5,1-30-1784
136,3,48,4,44,101,22,102,50,2-8-1784
137a,4,21,4,31,75,44,77,23,2-10-1784
137b,4,36,4,48,75,44,77,23,2-10-1784
138,5,46,7,12,76,44,78,32,2-11-1784
139a,7,23,7,26,76,44,78,32,2-11-1784
139b,7,36,7,43,76,44,78,32,2-11-1784
140a,8,59,9,17,76,51,78,39,2-11-1784
140b,9,17,9,38,76,51,78,39,2-11-1784
143a,4,32,4,41,70,26,72,41,2-15-1784
143b,4,41,4,54,70,11,72,26,2-15-1784
144,4,58,6,4,69,52,72,7,2-15-1784
145,6,12,6,51,68,34,71,5,2-15-1784
146,10,9,12,10,68,16,70,47,2-15-1784
147,4,48,5,19,73,11,75,22,2-19-1784
148,5,49,6,21,73,17,75,17,2-19-1784
149,6,25,6,45,73,15,75,15,2-19-1784
150,12,15,13,46,73,26,75,26,2-19-1784
152,9,57,10,13,88,33,90,20,2-22-1784
154a,11,53,12,7,88,32,90,19,2-22-1784
154b,12,16,12,53,88,32,90,19,2-22-1784
155,13,15,13,34,88,26,90,13,2-22-1784
156,5,44,8,37,82,35,84,24,2-23-1784
157,9,40,10,51,82,47,84,36,2-23-1784
158,10,53,13,20,84,46,86,29,2-23-1784
159,14,58,16,16,74,52,76,52,3-1-1784
160,6,18,7,2,73,57,76,21,3-8-1784
161,7,5,7,26,73,57,76,21,3-8-1784
162,6,18,6,29,77,34,79,48,3-11-1784
163a,6,31,7,44,78,3,80,17,3-11-1784
163b,7,44,9,45,78,24,80,38,3-11-1784
164a,9,46,10,7,76,35,78,59,3-11-1784
164b,10,7,10,20,77,3,79,27,3-11-1784
164c,10,20,11,6,76,35,79,27,3-11-1784
164d,11,6,11,14,76,35,78,59,3-11-1784
165a,6,41,7,5,65,56,68,28,3-12-1784
165b,7,8,7,30,65,56,68,28,3-12-1784
166,9,37,11,14,65,58,68,35,3-12-1784
167,11,59,12,25,65,58,68,35,3-12-1784
168a,6,38,6,57,67,42,70,9,3-14-1784
168b,6,57,7,14,67,42,70,9,3-14-1784
168c,7,14,7,44,67,57,70,24,3-14-1784
169a,8,34,9,42,68,4,70,31,3-14-1784
169b,9,42,9,48,69,0,71,27,3-14-1784
169c,9,48,10,10,68,4,70,31,3-14-1784
170a,10,43,12,5,69,51,71,45,3-14-1784
170b,12,5,14,42,69,58,71,50,3-14-1784
171a,15,21,15,37,69,52,71,46,3-14-1784
171b,15,37,15,56,69,52,71,46,3-14-1784
172a,7,17,7,31,77,5,79,6,3-15-1784
172b,7,31,8,1,76,29,78,30,3-15-1784
172c,8,1,9,48,76,38,78,39,3-15-1784
173,10,31,10,51,78,34,80,34,3-15-1784
174a,11,3,12,3,76,56,78,57,3-15-1784
174b,12,3,13,31,76,51,78,52,3-15-1784
175a,14,0,16,7,76,44,78,47,3-15-1784
175b,16,7,16,23,76,44,78,47,3-15-1784
176a,6,43,7,1,74,21,76,31,3-16-1784
176b,7,1,7,8,74,37,76,47,3-16-1784
178a,11,22,11,32,78,50,80,29,3-19-1784
178b,11,37,12,2,78,50,80,29,3-19-1784
179a,13,30,14,5,78,50,80,29,3-19-1784
179b,14,5,14,45,78,38,80,17,3-19-1784
180a,15,11,16,37,78,37,80,16,3-19-1784
180b,16,37,16,45,78,37,80,16,3-19-1784
181a,7,53,8,20,69,34,71,49,3-21-1784
181b,8,20,10,36,69,54,72,9,3-21-1784
181c,10,36,10,53,70,2,72,17,3-21-1784
182a,11,37,12,36,71,28,73,23,3-21-1784
182b,12,36,13,54,71,44,73,39,3-21-1784
183,15,15,16,32,71,34,73,32,3-21-1784
184,8,38,9,48,71,59,74,4,3-23-1784
186,16,17,17,4,74,44,76,34,3-31-1784
187a,9,21,9,44,73,12,75,35,4-8-1784
187b,9,44,11,57,73,29,75,52,4-8-1784
187c,11,57,12,29,73,29,75,52,4-8-1784
188a,9,56,10,45,75,37,77,26,4-12-1784
188b,10,45,11,46,75,11,77,0,4-12-1784
189a,11,57,12,1,75,8,77,3,4-12-1784
189b,12,19,12,23,75,8,77,3,4-12-1784
189c,12,32,13,30,75,8,77,3,4-12-1784
189d,13,30,14,24,75,25,77,20,4-12-1784
189e,14,24,14,42,75,5,77,0,4-12-1784
190a,15,13,15,34,75,14,77,16,4-12-1784
190b,15,34,16,27,75,1,77,3,4-12-1784
190c,16,27,16,42,75,1,77,3,4-12-1784
191,10,26,13,43,81,19,83,10,4-13-1784
194a,11,12,11,22,78,9,80,12,4-15-1784
194b,11,22,11,51,78,35,80,38,4-15-1784
194c,11,51,13,34,78,34,80,37,4-15-1784
195a,13,59,15,45,80,7,81,56,4-15-1784
196a,10,16,10,24,81,12,83,3,4-17-1784
196b,10,24,10,35,81,19,83,10,4-17-1784
200a,13,16,13,27,73,11,75,52,4-17-1784
200b,13,27,13,40,73,6,75,47,4-17-1784
200c,13,40,14,0,73,6,75,47,4-17-1784
200d,14,8,14,21,73,6,75,47,4-17-1784
200e,15,24,15,32,73,22,76,3,4-17-1784
201a,10,28,10,38,85,10,86,51,4-18-1784
201b,10,38,10,52,83,32,85,13,4-18-1784
201c,10,52,11,9,84,12,85,53,4-18-1784
202a,12,20,12,41,80,5,82,3,4-18-1784
202b,12,41,13,7,80,5,82,3,4-18-1784
204a,12,12,12,35,90,11,92,12,4-22-1784
204b,12,35,13,44,90,26,92,27,4-22-1784
210a,12,25,14,57,99,35,101,27,5-9-1784
210b,14,57,16,39,99,25,101,17,5-9-1784
214a,13,20,14,19,103,54,105,55,5-14-1784
214b,15,26,15,33,103,54,105,55,5-14-1784
217a,14,22,14,55,65,30,67,24,5-16-1784
217b,14,55,17,19,65,30,67,34,5-16-1784
218a,13,24,16,47,57,22,60,22,5-16-1784
218b,16,47,17,26,57,5,59,43,5-16-1784
219a,13,1,13,47,59,33,62,22,5-17-1784
219b,13,47,15,31,59,42,62,31,5-17-1784
219c,15,42,16,24,59,42,62,31,5-17-1784
219d,16,35,17,3,59,42,62,31,5-17-1784
220a,14,1,14,33,62,46,65,1,5-19-1784
220b,14,33,14,54,62,24,64,39,5-19-1784
220c,14,54,15,3,62,24,64,49,5-19-1784
220d,15,3,15,35,61,55,64,20,5-19-1784
220e,15,35,17,35,62,10,64,35,5-19-1784
222a,13,6,14,16,112,17,114,19,5-21-1784
222b,14,16,17,13,112,24,114,26,5-21-1784
222c,17,17,17,35,112,24,114,26,5-21-1784
223a,13,52,14,36,113,57,116,4,5-22-1784
223b,14,36,16,24,114,15,116,22,5-22-1785
223c,16,24,18,3,114,5,116,12,5-22-1786
224a,14,42,16,22,116,10,118,20,5-24-1784
224b,16,22,17,40,115,59,118,9,5-24-1784
224c,17,40,18,3,115,45,117,55,5-24-1784
225a,15,20,15,34,67,38,69,56,6-11-1784
225b,15,34,15,48,68,2,70,20,6-11-1784
225c,15,48,16,9,67,15,69,33,6-11-1784
225d,16,28,16,51,67,12,69,30,6-11-1784
225e,17,8,18,0,67,12,69,30,6-11-1784
230a,16,14,17,2,107,10,109,19,6-18-1784
230b,17,2,18,58,107,10,109,19,6-18-1784
230c,18,58,19,14,107,10,109,19,6-18-1784
233a,19,55,20,40,120,29,122,54,6-28-1784
233b,20,40,20,51,120,29,122,54,6-28-1784
235,18,37,19,34,69,9,71,10,7-11-1784
236a,19,54,20,53,114,15,116,30,7-12-1784
236b,21,8,21,27,114,15,116,30,7-12-1784
236c,21,27,21,31,113,31,115,46,7-12-1784
236d,17,31,17,38,114,42,116,57,7-12-1784
236e,17,38,18,9,112,27,114,45,7-12-1784
236f,18,9,19,31,114,15,115,30,7-12-1784
236g,19,35,19,54,114,15,115,30,7-12-1784
237a,17,23,17,49,120,26,122,51,7-13-1784
237b,17,49,17,59,121,24,123,49,7-13-1784
237c,17,59,20,48,120,34,122,59,7-13-1784
238a,17,57,21,20,101,57,104,8,7-15-1784
238b,21,20,21,25,101,57,104,8,7-15-1784
240a,20,23,21,14,67,0,69,0,7-18-1784
240b,21,14,21,19,67,0,69,0,7-18-1784
242a,17,49,18,25,91,23,93,41,7-21-1784
242b,18,25,18,51,91,23,93,41,7-21-1784
242c,18,51,21,38,91,23,93,28,7-21-1784
242d,21,38,21,45,91,23,93,28,7-21-1784
243a,18,10,18,57,89,24,91,46,7-22-1784
243b,19,0,19,5,89,24,91,46,7-22-1784
243c,19,22,19,27,89,24,91,46,7-22-1784
243d,19,27,19,33,89,24,91,46,7-22-1784
244a,20,24,22,11,95,41,97,46,7-27-1784
244b,22,11,22,34,95,41,97,46,7-27-1784
245a,18,13,18,28,112,25,114,58,8-7-1784
245b,18,34,18,51,112,25,114,58,8-7-1784
245c,18,51,18,56,112,25,114,58,8-7-1784
245d,18,59,19,53,112,25,114,58,8-7-1784
245e,19,53,20,5,112,25,114,58,8-7-1784
246a,19,29,20,22,110,22,112,43,8-8-1784
246b,20,40,21,1,110,22,112,43,8-8-1784
247a,20,31,20,36,108,3,110,27,8-10-1784
247b,21,1,21,5,108,3,110,27,8-10-1784
248a,18,33,19,3,108,15,110,36,8-11-1784
248b,19,3,22,53,108,15,110,36,8-11-1784
248c,22,57,23,7,108,15,110,36,8-11-1784
248d,23,7,23,29,108,15,110,36,8-11-1784
249a,19,10,20,36,106,5,108,26,8-14-1784
249b,20,36,22,5,106,5,108,37,8-14-1784
249c,22,17,23,9,106,5,108,37,8-14-1784
250,18,20,18,57,70,46,72,54,8-15-1784
251a,19,1,19,35,70,55,73,3,8-16-1784
251b,20,24,20,37,70,55,73,3,8-16-1784
252a,18,49,19,10,70,50,73,36,8-18-1784
252b,19,43,19,50,70,50,73,36,8-18-1784
252c,20,2,20,14,70,50,73,36,8-18-1784
253,20,37,21,8,72,41,75,7,8-21-1784
254a,18,59,19,54,72,44,75,13,8-23-1784
255,18,49,20,31,74,52,77,35,9-3-1784
256a,18,58,20,5,77,0,79,31,9-6-1784
256b,20,5,20,50,77,0,79,31,9-6-1784
257a,22,8,22,46,77,1,79,32,9-5-1784
257b,22,46,23,12,76,50,79,21,9-5-1784
258a,19,4,21,24,56,42,59,24,9-6-1784
258b,21,54,22,29,56,42,59,24,9-6-1784
258c,22,45,23,20,56,42,59,24,9-6-1784
260a,19,16,19,37,62,11,64,40,9-8-1784
260b,20,20,20,28,62,11,64,40,9-8-1784
260c,21,24,23,40,62,11,64,40,9-8-1784
260d,23,40,0,7,62,11,64,40,9-8-1784
261,19,11,20,9,61,42,64,31,9-9-1784
262,21,36,21,48,60,6,62,27,9-9-1784
263a,19,17,20,16,63,18,65,39,9-10-1784
263b,20,16,21,44,63,59,66,15,9-10-1784
264,22,6,2,20,63,58,66,3,9-10-1784
265a,20,38,21,9,60,4,62,22,9-11-1784
265b,21,9,21,35,60,19,62,37,9-11-1784
265c,21,36,21,56,60,26,62,44,9-11-1784
265d,21,56,22,45,60,11,62,29,9-11-1784
266,23,56,3,6,60,14,62,32,9-11-1784
267,22,40,23,58,60,3,62,29,9-12-1784
268a,0,1,0,32,57,54,60,45,9-12-1784
268b,0,32,3,23,57,35,60,26,9-12-1784
269a,19,20,19,57,54,14,57,5,9-13-1784
269b,19,57,20,18,53,53,56,44,9-13-1784
269c,20,18,22,36,54,13,56,53,9-13-1784
270,23,24,0,4,53,13,55,53,9-13-1784
271,0,13,3,16,54,49,57,40,9-13-1784
272,20,15,20,37,58,7,60,52,9-15-1784
273,21,18,22,4,56,40,58,59,9-15-1784
274a,22,56,1,8,68,4,70,23,9-15-1784
274b,1,28,2,40,68,4,70,23,9-15-1784
276a,19,25,19,37,70,4,72,41,9-18-1784
276b,19,37,21,11,70,4,72,41,9-18-1784
277a,21,39,0,7,70,4,72,41,9-18-1784
277b,0,34,1,1,70,4,72,41,9-18-1784
277c,1,1,1,26,70,4,72,41,9-18-1784
278,22,22,23,16,65,58,68,42,9-19-1784
279,22,2,0,6,93,7,95,49,9-20-1784
280,0,35,3,31,93,11,95,34,9-20-1784
288a,23,17,23,24,72,22,74,47,10-11-1784
288b,23,32,0,14,72,22,74,47,10-11-1784
288c,0,48,1,36,72,22,74,47,10-11-1784
289a,20,8,20,25,74,17,76,49,10-14-1784
289b,20,25,20,40,74,35,77,7,10-14-1784
289c,23,25,23,34,74,35,77,7,10-14-1784
289d,0,15,0,20,74,35,77,7,10-14-1784
290a,20,21,20,38,72,5,74,42,10-15-1784
290b,20,38,21,36,72,18,74,55,10-15-1784
290c,21,36,21,44,72,29,75,6,10-15-1784
290d,21,44,23,12,72,14,74,51,10-15-1784
291,0,4,3,6,72,21,74,58,10-15-1784
292a,3,44,4,42,72,19,74,57,10-15-1784
292b,4,53,5,13,72,5,74,43,10-15-1784
293a,5,22,6,15,73,45,76,3,10-15-1784
293b,6,18,6,33,74,54,77,5,10-15-1784
293c,6,33,6,50,74,54,77,5,10-15-1784
294a,20,25,20,42,74,54,77,10,10-16-1784
294b,20,42,22,1,74,47,77,3,10-16-1784
294c,22,1,23,8,74,49,77,30,10-16-1784
294d,23,8,23,24,74,32,77,13,10-16-1784
295a,0,29,0,40,76,41,79,9,10-16-1784
295b,0,40,1,42,76,30,78,58,10-16-1784
295c,1,42,3,57,76,45,79,13,10-16-1784
296a,5,3,5,23,93,51,96,36,10-16-1784
296b,5,37,6,52,93,51,96,36,10-16-1784
297,21,41,23,39,79,8,81,40,10-18-1784
298,0,5,0,22,79,8,81,40,10-18-1784
299a,20,19,20,29,76,59,79,43,10-19-1784
299b,20,29,23,12,76,59,79,43,10-19-1784
299c,23,12,23,30,76,41,79,25,10-19-1784
300a,1,10,1,29,78,23,80,53,10-19-1784
300b,1,29,1,37,77,51,80,21,10-19-1784
300c,1,39,1,50,78,51,81,21,10-19-1784
301a,20,48,21,31,66,16,68,50,10-20-1784
301b,21,31,21,48,66,2,68,36,10-20-1784
301c,21,48,22,23,66,2,68,36,10-20-1784
302,22,23,22,58,67,58,70,15,10-20-1784
303a,0,3,0,44,109,19,112,26,10-20-1784
303b,0,44,3,6,109,10,111,43,10-20-1784
304,3,43,6,45,109,14,111,47,10-20-1784
305a,22,46,23,31,76,53,79,35,10-21-1784
305b,23,31,23,45,76,53,79,35,10-21-1784
305c,23,52,23,58,76,53,79,35,10-21-1784
305d,23,58,0,26,76,53,79,21,10-21-1784
308a,1,33,1,49,81,22,83,42,11-7-1784
308b,1,54,4,18,81,22,83,42,11-7-1784
309,4,55,5,42,82,12,84,32,11-7-1784
310,21,11,22,24,81,41,84,1,11-8-1784
311,21,30,22,5,81,35,83,46,11-9-1784
312a,0,31,0,41,81,35,83,46,11-9-1784
312b,0,48,1,12,81,35,83,46,11-9-1784
313a,22,44,23,1,81,38,83,49,11-12-1784
313b,23,16,23,22,81,38,83,49,11-12-1784
313c,23,42,0,11,81,38,83,49,11-12-1784
313d,0,45,1,10,81,38,83,49,11-12-1784
313e,1,34,1,55,81,29,83,40,11-12-1784
314a,2,50,3,36,79,33,81,59,11-12-1784
314b,3,57,4,7,79,33,81,59,11-12-1784
